,Box office
1478,250300000.0
1479,142900000.0
1480,4400000.0
1481,93100000.0
1482,50600000.0
1483,2700000.0
1484,333760.0
1485,304300000.0
1486,118475.0
1487,88000000.0
1488,21521.0
1489,10452012.0
1490,30300000.0
1491,222099.0
1492,46900000.0
1493,18912328.0
1494,26616840.0
1495,6400000.0
1496,77700000.0
1497,5878911.0
1498,92100000.0
1499,202300000.0
1500,2300000.0
1501,128000000.0
1502,1200000.0
1503,5600000.0
1504,45661.0
1505,3200000.0
1506,23300000.0
1507,3970078.0
1508,49800000.0
1509,692588.0
1510,68300000.0
1511,1081957.0
1512,52100000.0
1513,218600000.0
1514,37200000.0
1515,38100000.0
1516,4960.0
1517,19200000.0
1518,8300000.000000001
1519,5500000.0
1520,9257103.0
1521,70700000.0
1522,22900000.0
1523,113484.0
1524,140900000.0
1525,244400000.0
1526,45724.0
1527,482300000.0
1528,13109234.0
1529,289300000.0
1530,116700000.0
1531,18300000.0
1532,16300000.0
1533,164800000.0
1534,1009819.0
1535,80837.0
1536,5500000.0
1537,87500000.0
1538,6745362.0
1539,103900000.0
1540,14600000.0
1541,123104.0
1542,26800000.0
1543,73400000.0
1544,100000000.0
1545,117800000.0
1546,159700000.0
1547,713239.0
1548,2172941.0
1549,369000000.0
1550,98100000.0
1551,264100000.00000003
1552,15100000.0
1553,102400000.0
1554,72500000.0
1555,20300000.0
1556,21000000.0
1557,190000000.0
1558,123300000.0
1559,75400000.0
1560,12461773.0
1561,282175.0
1562,67200000.0
1563,777423.0
1564,8165984.0
1565,9640000.0
1566,189200000.0
1567,4700000.0
1568,250800000.0
1569,2000000.0
1570,53500000.0
1571,61700000.0
1572,6900000.0
1573,96600000.0
1574,12000000.0
1575,356300000.0
1576,1200000.0
1577,235500000.0
1578,176900000.0
1579,114000000.0
1580,100200000.0
1581,23600000.0
1582,206626.0
1583,41100000.0
1584,19600000.0
1585,22365133.0
1586,312000000.0
1587,36500000.0
1588,36900000.0
1589,10200000.0
1590,32400000.0
1591,27816.0
1592,34573780.0
1593,2000000.0
1594,87400000.0
1595,234800000.0
1596,3728888.0
1597,5000000.0
1598,248600000.0
1599,40300000.0
1600,117700000.0
1601,151500000.0
1602,30471.0
1603,98600000.0
1604,20700000.0
1605,178278.0
1606,16800000.0
1607,10100000.0
1608,2600000.0
1609,11800000.0
1610,88500000.0
1611,5453.0
1612,24500000.0
1613,2900000.0
1614,2000000.0
1615,76300000.0
1616,165000000.0
1617,28121100.0
1618,145071.0
1619,5800000.0
1620,92900000.0
1621,6300000.0
1622,44000000.0
1623,177800000.0
1624,10500000.0
1625,10000000.0
1626,35200000.0
1627,17200000.0
1628,212400000.0
1629,17600000.0
1630,162100000.0
1631,90900000.0
1632,101200000.0
1633,4488529.0
1634,46100000.0
1635,93900000.0
1636,33543.0
1637,90700000.0
1638,149700000.0
1639,9400000.0
1640,48300000.0
1641,4197729.0
1642,28500000.0
1643,286800000.0
1644,180200000.0
1645,4000000.0
1646,40800000.0
1647,74000000.0
1648,2891515.0
1649,4200000.0
1650,12000000.0
1651,14011454.0
1652,100200000.0
1653,134400000.0
1654,34100000.0
1655,31300000.0
1656,4956401.0
1657,3100000.0
1658,12000000.0
1659,56900000.0
1660,3700000.0
1661,73300000.0
1662,5985690.0
1663,3200000.0
1664,6552255.0
1665,8302478.0
1666,2924635.0
1667,48500000.0
1668,47400000.0
1669,4634.0
1670,465300000.0
1671,118000000.0
1672,67000000.0
1673,54264342.0
1674,16100000.000000002
1675,15415361.0
1676,507941.0
1677,4600000.0
1678,416400000.0
1679,22300000.0
1680,11600000.0
1681,14900000.0
1682,36800000.0
1683,8900000.0
1684,33500000.0
1685,84600000.0
1686,58400000.0
1687,363900000.0
1688,34700000.0
1689,12200000.0
1690,12600000.0
1691,27800000.0
1692,161600000.0
1693,8400000.0
1694,8400000.0
1695,17800000.0
1696,74600000.0
1697,2062405.0
1698,309500000.0
1699,103200000.0
1700,292152.0
1701,4400000.0
1702,672800000.0
1703,207000000.0
1704,107099.0
1705,23049593.0
1706,83100000.0
1707,1027000000.0
1708,89400000.0
1709,21100000.0
1710,58900031.0
1711,300100000.0
1712,19300000.0
1713,30600000.0
1714,4197015.0
1715,128800000.0
1716,448200000.0
1717,8900000.0
1718,18500000.0
1719,124300000.0
1720,107700000.0
1721,10600000.0
1722,2920000.0
1723,497400000.0
1724,16600000.000000002
1725,1350248.0
1726,10700000.0
1727,54300000.0
1728,10400000.0
1729,30700000.0
1730,4750660.0
1731,38738.0
1732,222100000.0
1733,11600000.0
1734,25000000.0
1735,361800000.0
1736,183600000.0
1737,62200000.0
1738,9800000.0
1739,96100000.0
1740,35100000.0
1741,18100000.0
1742,47400000.0
1743,34300000.0
1744,43805.0
1745,40400000.0
1746,90700000.0
1747,15000000.0
1748,2500000.0
1749,29700000.0
1750,144100000.0
1751,3200000.0
1752,90000000.0
1753,8500000.0
1754,20800000.0
1755,174000000.0
1756,40000000.0
1757,28000000.0
1758,47700000.0
1759,53400000.0
1760,25800000.0
1761,90500000.0
1762,2000000.0
1763,15300000.0
1764,429600000.0
1765,2000000.0
1766,104000000.0
1767,26300000.0
1768,264100000.00000003
1769,152700000.0
1770,1200000.0
1771,22400000.0
1772,113900000.0
1773,13100000.0
1774,45600000.0
1775,16000000.0
1776,349800000.0
1777,24400000.0
1778,22800000.0
1779,47100000.0
1780,15900000.0
1781,73200000.0
1782,6600000.0
1783,33800000.0
1784,169600000.0
1785,256300000.0
1786,75228.0
1787,124700000.0
1788,80000000.0
1789,59500000.0
1790,68100000.0
1791,19400000.0
1792,44600000.0
1793,104883.0
1794,1700000.0
1795,460500000.0
1796,5753678.0
1797,237200000.0
1798,12000000.0
1799,3000000.0
1800,2000000.0
1801,51000000.0
1802,10900000.0
1803,47100000.0
1804,15800000.0
1805,190200000.0
1806,5100000.0
1807,363400000.0
1808,48564.0
1809,14400327.0
1810,5000000.0
1811,3000000.0
1812,47027.0
1813,468684.0
1814,59900000.0
1815,110300000.0
1816,39500000.0
1817,58300000.0
1818,28000000.0
1819,18400000.0
1820,31355910.0
1821,27700000.0
1822,10900000.0
1823,16974.0
1824,149000000.0
1825,330400000.0
1826,40000000.0
1827,82300000.0
1828,173599.0
1829,59989.0
1830,212800000.0
1831,111000000.0
1832,546400000.0
1833,35500000.0
1834,24300000.0
1835,59800000.0
1836,166300000.0
1837,29400000.0
1838,584054.0
1839,38000000.0
1840,769272.0
1841,215300000.0
1842,55700000.0
1843,328700000.0
1844,53200000.0
1845,10500000.0
1846,3500000.0
1847,7838.0
1848,62800000.0
1849,268117.0
1850,18000000.0
1851,12500000.0
1852,33500000.0
1853,32200000.000000004
1854,136800000.0
1855,50100000.0
1856,7400000.0
1857,36000000.0
1858,76400000.0
1859,119800000.0
1860,91000000.0
1861,103300000.0
1862,71700000.0
1863,278000000.0
1864,6123.0
1865,161800000.0
1866,7000000.0
1867,10200000.0
1868,11200000.0
1869,107200000.0
1870,99300000.0
1871,50800000.0
1872,29934477.0
1873,83600000.0
1874,62500000.0
1875,3050934.0
1876,128900000.0
1877,13276.0
1878,76424.0
1879,14800000.0
1880,66599999.99999999
1881,19700000.0
1882,96200000.0
1883,1431406.0
1884,36800000.0
1885,208300000.0
1886,1200000.0
1887,127000000.0
1888,248100000.0
1889,1380000.0
1890,38600000.0
1891,215700000.0
1892,327418.0
1893,47300000.0
1894,13100000.0
1895,291400000.0
1896,14100000.0
1897,374100000.0
1898,9000000.0
1899,40000000.0
1900,7000000.0
1901,4800000.0
1902,106400000.0
1903,33400000.0
1904,296300000.0
1905,889352.0
1906,11000000.0
1907,56400000.0
1908,18700000.0
1909,235900000.0
1910,471210.0
1911,87700000.0
1912,1051948.0
1913,105200000.0
1914,49136.0
1915,138300000.0
1916,13678913.0
1917,287600000.0
1918,850255.0
1919,29700000.0
1920,84700000.0
1921,4931888.0
1922,18200000.0
1923,186100000.0
1924,29381649.0
1925,67600000.0
1926,313000000.0
1927,92000000.0
1928,1300000.0
1929,173000000.0
1930,39900000.0
1931,83300000.0
1932,8400000.0
1933,27958192.0
1934,5000000.0
1935,1400000.0
1936,62112895.0
1937,3700000.0
1938,200700000.0
1939,687194.0
1940,25300000.0
1941,499891.0
1942,19900000.0
1943,39400000.0
1944,18900000.0
1945,10000000.0
1946,54200000.0
1947,100000000.0
1948,7500000.0
1949,31600000.0
1950,71200000.0
1951,176100000.0
1952,54700000.0
1953,97000000.0
1954,98400000.0
1955,80000000.0
1956,207300000.0
1957,85100000.0
1958,8704851.0
1959,17400000.0
1960,14300000.0
1961,74600000.0
1962,3400000.0
1963,19900000.0
1964,8800000.0
1965,14000000.0
1966,23600000.0
1967,5300000.0
1968,87800000.0
1969,517872.0
1970,351600000.0
1971,44100000.0
1972,1002000000.0
1973,56653.0
1974,13127022.0
1975,57800000.0
1976,30900000.0
1977,3600000.0
1978,28500000.0
1979,31300000.0
1980,1600000.0
1981,97800000.0
1982,44800000.0
1983,33800000.0
1984,59370000.0
1985,103000000.0
1986,31000000.0
1987,24516772.0
1988,14900000.0
1989,36600000.0
1990,368800000.0
1991,16200000.0
1992,98800000.0
1993,65000000.0
1994,76000000.0
1995,23396049.0
1996,64400000.00000001
1997,10000000.0
1998,117500000.0
1999,14100000.0
2000,1700000.0
2001,274700000.0
2002,27600000.0
2003,141800000.0
2004,23903791.0
2005,888300000.0
2006,4695781.0
2007,37300000.0
2008,2006391.0
2009,18900000.0
2010,18600000.0
2011,6000000.0
2012,147800000.0
2013,7600000.0
2014,45000000.0
2015,577400000.0
2016,179200000.0
2017,20100000.0
2018,435000000.0
2019,34585771.0
2020,368700000.0
2021,621.0
2022,66500000.0
2023,2030000.0
2024,19210835.0
2025,450700000.0
2026,4400000.0
2027,72700000.0
2028,13500000.0
2029,35400000.0
2030,14000000.0
2031,209900000.0
2032,14800000.0
2033,449200000.0
2034,362200000.0
2035,29400000.0
2036,3300000.0
2037,165300000.0
2038,85500000.0
2039,44500000.0
2040,35700000.0
2041,19300000.0
2042,71400000.0
2043,347300000.0
2044,319299.0
2045,131700000.0
2046,26000000.0
2047,12300000.0
2048,141200000.0
2049,114300000.0
2050,43000000.0
2051,77500000.0
2052,1600000.0
2053,141100000.0
2054,25000000.0
2055,484400000.0
2056,3500000.0
2057,38600000.0
2058,4299141.0
2059,143000000.0
2060,147900000.0
2061,1300000.0
2062,16900000.0
2063,19700000.0
2064,23200000.0
2065,65800000.0
2066,147100000.0
2067,515900.0
2068,3706652.0
2069,68500000.0
2070,23400000.0
2071,4574762.0
2072,10400000.0
2073,104900000.0
2074,22390000.0
2075,36700000.0
2076,203400000.0
2077,370720.0
2078,3200000.0
2079,10229331.0
2080,95000000.0
2081,295206.0
2082,38400000.0
2083,60800000.0
2084,23900000.0
2085,95100000.0
2086,242900000.0
2087,12300000.0
2088,130500000.0
2089,105800000.0
2090,32800000.0
2091,7100000.0
2092,26306533.0
2093,55000000.0
2094,23400000.0
2095,296700000.0
2096,2700000.0
2097,824597.0
2098,66000000.0
2099,20200000.0
2100,38100000.0
2101,77000000.0
2102,605562.0
2103,3800000.0
2104,53000000.0
2105,8500000.0
2106,16200000.0
2107,155000000.0
2108,31800000.0
2109,55000000.0
2110,214000000.0
2111,58000000.0
2112,28316451.0
2113,1200000.0
2114,30600000.0
2115,352100000.0
2116,94900000.0
2117,60902.0
2118,306800000.0
2119,29413966.0
2120,1300000.0
2121,254293.0
2122,38800000.0
2123,78400000.0
2124,33400000.0
2125,2751988.0
2126,33100000.0
2127,75400000.0
2128,18000000.0
2129,61100000.0
2130,5200000.0
2131,2000000.0
2132,34409206.0
2133,8300000.000000001
2134,6300000.0
2135,73800000.0
2136,52300000.0
2137,57600000.0
2138,23800000.0
2139,45000000.0
2140,16300000.0
2141,18591272.0
2142,51800000.0
2143,5300000.0
2144,4289509.0
2145,29000000.0
2146,18900000.0
2147,56300000.0
2148,33500000.0
2149,29000000.0
2150,193800000.0
2151,68300000.0
2152,24000000.0
2153,19200000.0
2154,37600000.0
2155,880300000.0
2156,33100000.0
2157,15200000.0
2158,63800000.0
2159,14800000.0
2160,54600000.0
2161,108800000.0
2162,60300000.0
2163,383300000.0
2164,6900000.0
2165,8145549.0
2166,113800000.0
2167,79500000.0
2168,102600000.0
2169,25600000.0
2170,13800000.0
2171,65700000.0
2172,7800000.0
2173,17000000.0
2174,4412203.0
2175,16900000.0
2176,62300000.0
2177,273100000.0
2178,951200000.0
2179,163800000.0
2180,43400000.0
2181,441800000.0
2182,358400000.0
2183,10000000.0
2184,55100000.0
2185,171300000.0
2186,56700000.0
2187,12600000.0
2188,38300000.0
2189,46375.0
2190,31167388.0
2191,3700000.0
2192,52200000.0
2193,43300000.0
2194,3100000.0
2195,197100000.0
2196,811299.0
2197,41300000.0
2198,563711.0
2199,14800000.0
2200,16399999.999999998
2201,308552.0
2202,24700000.0
2203,45500000.0
2204,27674124.0
2205,7700000.0
2206,209200000.0
2207,82200000.0
2208,115100000.0
2209,249400000.0
2210,183400000.0
2211,1934497.0
2212,25900000.0
2213,80700000.0
2214,11800000.0
2215,19600000.0
2216,1000000.0
2217,172900000.0
2218,275700000.0
2219,180600000.0
2220,3707201.0
2221,9300000.0
2222,20100000.0
2223,77700000.0
2224,1250798.0
2225,408200000.0
2226,6400000.0
2227,115000000.0
2228,30000000.0
2229,12500000.0
2230,825000000.0
2231,122600000.0
2232,1020000.0
2233,119700000.0
2234,653800000.0
2235,67300000.0
2236,2106838.0
2237,14300000.0
2238,134736.0
2239,170000000.0
2240,193900000.0
2241,3369654.0
2242,180600000.0
2243,1036520.0
2244,34400000.0
2245,3200241.0
2246,16100000.000000002
2247,1500711.0
2248,123700000.0
2249,43900000.0
2250,13400000.0
2251,109600000.0
2252,515678.0
2253,7100000.0
2254,19300000.0
2255,104400000.0
2256,199000000.0
2257,41600000.0
2258,119000000.0
2259,267109.0
2260,47500000.0
2261,114700000.0
2262,4600000.0
2263,21000000.0
2264,60700000.0
2265,77600000.0
2266,277400000.0
2267,2418.0
2268,236300000.0
2269,60400000.0
2270,58800000.0
2271,15000000.0
2272,548712.0
2273,8700000.0
2274,231500000.0
2275,195700000.0
2276,13585075.0
2277,365727.0
2278,273300000.0
2279,76500000.0
2280,42800000.0
2281,280351.0
2282,11700000.0
2283,123200000.0
2284,23510601.0
2285,15000000.0
2286,164700000.0
2287,250400000.0
2288,402599.0
2289,484600000.0
2290,37700000.0
2291,2650356.0
2292,475940.0
2293,134000000.0
2294,259100000.00000003
2295,12600000.0
2296,190200000.0
2297,7900000.0
2298,29100000.0
2299,173000000.0
2300,6400000.0
2301,23000000.0
2302,10000000.0
2303,74100000.0
2304,56000000.0
2305,2294823.0
2306,164400000.0
2307,179200000.0
2308,12150301.0
2309,47500000.0
2310,22573594.0
2311,23700000.0
2312,13000000.0
2313,39500000.0
2314,75700000.0
2315,39300000.0
2316,19300000.0
2317,2255000.0
2318,223300000.0
2319,32700000.000000004
2320,90400000.0
2321,940300000.0
2322,37000.0
2323,5000000.0
2324,160800000.0
2325,116600000.0
2326,4900000.0
2327,400000.0
2328,7300000.0
2329,12800000.0
2330,45300000.0
2331,141600000.0
2332,5000000.0
2333,17432163.0
2334,182300000.0
2335,38600000.0
2336,71400000.0
2337,51100000.0
2338,62200000.0
2339,16800000.0
2340,16900000.0
2341,13800000.0
2342,177400000.0
2343,245400000.0
2344,24900000.0
2345,45500000.0
2346,292376.0
2347,90200000.0
2348,26891849.0
2349,1200000.0
2350,120200000.0
2351,8199999.999999999
2352,176100000.0
2353,63100000.0
2354,160500000.0
2355,135700000.0
2356,101500000.0
2357,88900000.0
2358,180900000.0
2359,160100000.0
2360,456800000.0
2361,179300000.0
2362,124900000.0
2363,38900000.0
2364,55500000.0
2365,68500000.0
2366,1142000000.0
2367,118700000.0
2368,21000000.0
2369,34000000.0
2370,44300000.0
2371,1700000.0
2372,546106.0
2373,211600000.0
2374,65599999.99999999
2375,65599999.99999999
2376,741800000.0
2377,427300000.0
2378,634803.0
2379,34300000.0
2380,18700000.0
2381,38400000.0
2382,141300000.0
2383,64200000.0
2384,18191005.0
2385,156600000.0
2386,436365.0
2387,829140.0
2388,54000000.0
2389,87000000.0
2390,98200000.0
2391,68300000.0
2392,55500000.0
2393,11560806.0
2394,55500000.0
2395,742898.0
2396,117200000.0
2397,122000000.0
2398,97800000.0
2399,3300000.0
2400,62900000.0
2401,654300000.0
2402,52600000.0
2403,5300000.0
2404,101200000.0
2405,1900.0
2406,55400000.0
2407,80200000.0
2408,80900000.0
2409,207200000.0
2410,220700000.0
2411,131300000.0
2412,148300000.0
2413,48300000.0
2414,459098.0
2415,88300000.0
2416,2900000.0
2417,80800000.0
2418,435625.0
2419,266700000.0
2420,197000000.0
2421,65800000.0
2422,1200000.0
2423,86500000.0
2424,433400000.0
2425,107400000.0
2426,10100000.0
2427,43900000.0
2428,7808524.0
2429,609.0
2430,58900000.0
2431,95700000.0
2432,44600000.0
2433,9400000.0
2434,19500000.0
2435,50700000.0
2436,8500000.0
2437,2466444.0
2438,28700000.0
2439,407700000.0
2440,9638389.0
2441,8466.0
2442,919800000.0
2443,789000000.0
2444,612000000.0
2445,796700000.0
2446,633000000.0
2447,552600000.0
2448,290600000.0
2449,367300000.0
2450,314100000.0
2451,347500000.0
2452,12000000.0
2453,18490423.0
2454,173000000.0
2455,6500000.0
2456,46500000.0
2457,97446.0
2458,96800000.0
2459,21300000.0
2460,6800000.0
2461,10900000.0
2462,50600000.0
2463,66000000.0
2464,16900000.0
2465,64500000.0
2466,198500000.0
2467,6600000.0
2468,3300000.0
2469,33100000.0
2470,20800000.0
2471,14600000.0
2472,7600000.0
2473,41000000.0
2474,108100000.0
2475,170000000.0
2476,28800000.0
2477,92900000.0
2478,8109999.999999999
2479,102300000.0
2480,74000000.0
2481,65400000.00000001
2482,36100000.0
2483,76700000.0
2484,5923000.0
2485,181200000.0
2486,99800000.0
2487,145500000.0
2488,37600000.0
2489,57223890.0
2490,31500000.0
2491,26000000.0
2492,25800000.0
2493,27400000.0
2494,30400000.0
2495,30000000.0
2496,11300000.0
2497,152200000.0
2498,54700000.0
2499,96500000.0
2500,130300000.0
2501,2707913.0
2502,14581765.0
2503,30000000.0
2504,30000000.0
2505,130000000.0
2506,23400000.0
2507,22200000.0
2508,300200000.0
2509,12500000.0
2510,497400000.0
2511,365727.0
2512,49700000.0
2513,10100000.0
2514,14800000.0
2515,115800000.0
2516,203200000.0
2517,46100000.0
2518,103300000.0
2519,72200000.0
2520,168400000.0
2521,219400000.0
2522,113100000.0
2523,222400000.0
2524,116100000.0
2525,62200000.0
2526,12500000.0
2527,18396382.0
2528,203600000.0
2529,90600000.0
2530,10100000.0
2531,6700000.0
2532,70100000.0
2533,347200000.0
2534,82100000.0
2535,1548955.0
2536,28300000.0
2537,35800000.0
2538,23900000.0
2539,1522377.0
2540,96100000.0
2541,256700000.0
2542,220900000.0
2543,22000000.0
2544,134700000.0
2545,177400000.0
2546,29200000.0
2547,76800000.0
2548,70000000.0
2549,71000000.0
2550,9400000.0
2551,11416075.0
2552,4100000.0
2553,19400000.0
2554,12009070.0
2555,16000000.0
2556,21600000.0
2557,57700000.0
2558,129300000.0
2559,21839377.0
2560,58000000.0
2561,41500000.0
2562,10400000.0
2563,117600000.0
2564,20100000.0
2565,102300000.0
2566,24700000.0
2567,70800000.0
2568,579350.0
2569,62000000.0
2570,14800000.0
2571,3618825.0
2572,170100000.0
2573,51000000.0
2574,187200000.0
2575,109700000.0
2576,15100000.0
2577,23900000.0
2578,124000000.0
2579,103900000.0
2580,2200000.0
2581,35200000.0
2582,62700000.0
2583,116800000.0
2584,24800000.0
2585,265100000.00000003
2586,141100000.0
2587,167300000.0
2588,96600000.0
2589,115500000.0
2590,92900000.0
2591,132000000.0
2592,362000000.0
2593,216800000.0
2594,8400000.0
2595,34500000.0
2596,211500000.0
2597,55000000.0
2598,33900000.0
2599,522700000.00000006
2600,213700000.0
2601,48600000.0
2602,34800000.0
2603,61300000.0
2604,868400000.0
2605,896400000.0
2606,603900000.0
2607,745000000.0
2608,475000000.0
2609,373600000.0
2610,532700000.00000006
2611,487300000.0
2612,371600000.0
2613,562300000.0
2614,91200000.0
2615,76700000.0
2616,57000000.0
2617,90800000.0
2618,35300000.0
2619,97900000.0
2620,154600000.0
2621,12700000.0
2622,127400000.0
2623,67000000.0
2624,47200000.0
2625,52900000.0
2626,33600000.0
2627,230900000.0
2628,59900000.0
2629,29621722.0
2630,50700000.0
2631,21600000.0
2632,95800000.0
2633,21100000.0
2634,198600000.0
2635,77600000.0
2636,260700000.0
2637,27600000.0
2638,164000000.0
2639,101300000.0
2640,103100000.0
2641,61700000.0
2642,1126258.0
2643,37200000.0
2644,160000000.0
2645,28200000.0
2646,50500000.0
2647,119200000.0
2648,1691706.0
2649,108000000.0
2650,162900000.0
2651,4143652.0
2652,42800000.0
2653,104500000.0
2654,71100000.0
2655,101200000.0
2656,70100000.0
2657,36039.0
2658,218100000.0
2659,56100000.0
2660,9400000.0
2661,21100000.0
2662,154700000.0
2663,50900000.0
2664,251495.0
2665,191500000.0
2666,42000000.0
2667,108500000.0
2668,13400000.0
2669,72000000.0
2670,13200000.0
2671,19700000.0
2672,144100000.0
2673,131400000.0
2674,46800000.0
2675,17500000.0
2676,68400000.0
2677,333500000.0
2678,288500000.0
2679,34300000.0
2680,20900000.0
2681,23500000.0
2682,162900000.0
2683,58400000.0
2684,86400000.0
2685,79300000.0
2686,109800000.0
2687,45100000.0
2688,92500000.0
2689,10800000.0
2690,94000000.0
2691,3344431.0
2692,177400000.0
2693,96200000.0
2694,105300000.0
2695,33296457.0
2696,1100000.0
2697,82400000.0
2698,11700000.0
2699,89100000.0
2700,5655459.0
2701,2140000.0
2702,145200000.0
2703,10300000.0
2704,18600000.0
2705,32500000.0
2706,102800000.0
2707,72600000.0
2708,881779.0
2709,118100000.0
2710,223400000.0
2711,17500000.0
2712,50000000.0
2713,15400000.0
2714,61400000.0
2715,44400000.0
2716,1100000.0
2717,40400000.0
2718,192600000.0
2719,15800000.0
2720,83100000.0
2721,30500000.0
2722,18600000.0
2723,23500000.0
2724,52000000.0
2725,46200000.0
2726,689028.0
2727,58700000.0
2728,38000000.0
2729,537667.0
2730,15800000.0
2731,25200000.0
2732,11588205.0
2733,8480000.0
2734,142400000.0
2735,67900000.0
2736,147700000.0
2737,19000000.0
2738,314400000.0
2739,54600000.0
2740,97100000.0
2741,46400000.0
2742,57500000.0
2743,65099999.99999999
2744,187000000.0
2745,6900000.0
2746,10200000.0
2747,10223896.0
2748,50900000.0
2749,121600000.0
2750,31600000.0
2751,72700000.0
2752,52300000.0
2753,178100000.0
2754,94000000.0
2755,92900000.0
2756,135000000.0
2757,204700000.0
2758,162200000.0
2759,131000000.0
2760,40400000.0
2761,15200000.0
2762,37600000.0
2763,27800000.0
2764,49300000.0
2765,38100000.0
2766,88900000.0
2767,85300000.0
2768,3700000.0
2769,6600000.0
2770,82000000.0
2771,42900000.0
2772,110000000.0
2773,43300000.0
2774,28000000.0
2775,11967000.0
2776,113400000.0
2777,454026.0
2778,17600000.0
2779,141500000.0
2780,123300000.0
2781,11400000.0
2782,67099999.99999999
2783,70000000.0
2784,118900000.0
2785,82800000.0
2786,164100000.0
2787,84800000.0
2788,120500000.0
2789,14700000.0
2790,63400000.0
2791,9700000.0
2792,65700000.0
2793,23000000.0
2794,12100000.0
2795,31100000.0
2796,130200000.0
2797,70000000.0
2798,87100000.0
2799,57200000.0
2800,39300000.0
2801,132500000.0
2802,184400000.0
2803,15700000.0
2804,65599999.99999999
2805,27100000.0
2806,21200000.0
2807,38600000.0
2808,660900000.0
2809,12800000.0
2810,65000000.0
2811,18200000.0
2812,56300000.0
2813,7403491.0
2814,66200000.0
2815,178300000.0
2816,102300000.0
2817,16500000.0
2818,78100000.0
2819,19000000.0
2820,87500000.0
2821,31976848.0
2822,76300000.0
2823,29612137.0
2824,3306629.0
2825,8000000.0
2826,398500000.0
2827,38200000.0
2828,181700000.0
2829,760000000.0
2830,340000000.0
2831,18600000.0
2832,460400000.0
2833,205700000.0
2834,120000000.0
2835,462000000.0
2836,26000000.0
2837,159000000.0
2838,143300000.0
2839,115000000.0
2840,99300000.0
2841,240700000.0
2842,21353303.0
2843,391100000.0
2844,326700000.0
2845,1066000000.0
2846,104000000.0
2847,130400000.0
2848,27000000.0
2849,72800000.0
2850,141900000.0
2851,61000000.0
